ENSXETG00000020444,ENSXETG00000034361,ENSXETG00000027596,ENSXETG00000016681,ENSXETG00000040503,ENSXETG00000016572,ENSXETG00000009516,ENSXETG00000001339,ENSXETG00000011825,ENSXETG00000014751,ENSXETG00000039639,ENSXETG00000000488,ENSXETG00000016385,ENSXETG00000027751,ENSXETG00000007390,ENSXETG00000024684,ENSXETG00000046081,ENSXETG00000017402,ENSXETG00000023384,ENSXETG00000005347,ENSXETG00000012164,ENSXETG00000002665,ENSXETG00000010814,ENSXETG00000008512,ENSXETG00000011722,ENSXETG00000002770,ENSXETG00000014251,ENSXETG00000006391,ENSXETG00000009903,ENSXETG00000007404,ENSXETG00000011651,ENSXETG00000014771,ENSXETG00000010361,ENSXETG00000034500,ENSXETG00000044879,ENSXETG00000027727,ENSXETG00000015926,Terms
,,,,33495500,18498429,,"9096311,32112990",25627686,"8798450,35887102","15140795,33729478,33495278",,30411496,"28468944,35203426",,"21752865,31083566",,,23073781,"16528249,31101113,32319572,32867742,23718750",33888601,,,,"33269646,29724888,32575635",,,30375416,,,17289661,,23618867,,,,,kidney
,"28366030,1959619,19487983,25853266,19754951",,,26985665,,"24965446,25096996",,"19141675,20563989,15505029,18502750,19102727,24733397,12407145",,,,,,,,,28768491,"12611891,23073781,34384932,26934888,34040028",,"31234367,26581954",25096996,,,,,,"32708393,26438063,26465331,20547565",,,,,29427714,"15452064,22163185,34718455",,,,dehydrogenase
,,18695251,,,,24147004,,,,"22966205,22118625,21734034,33476259,32034402",,"27666310,27203244",,,,,32053184,,,"24561205,29530978,19864425",,20087844,,"25678563,16360036",,"17998332,19188440,19815555","26150413,11452028",,,"21123651,26240280,33693959,33794982,25965334",,"18024958,21562855","17360499,19338753,19424157,33188200,31692260,23604074",18325611,,15657427,depletion
,,19289464,,,,16420440,19206110,,"17081065,30733281","15140795,33729478",,,29546593,,"14741382,26515131",,"28393127,31904168",,24188528,,1459448,,,"18775702,28249764",,12235138,"24648518,14562095,15998247",,22025680,"18636753,23321469,25929241",,"17081065,29804005,18024958,12529539","19379712,22771473","17098851,27911326,35811673",,"11971985,12477726",subcellular
,,,,32549762,"21723936,35681437","11830591,14964690",34016745,,,"26571461,10847580,21680841,34810232,24523552","21509660,31957815,12944466,16109376,24360279","30411496,25188325",,16271702,,31943339,,31888678,"7694679,16677835",28356383,,17936691,32296580,33269646,14640981,19815555,"14976550,15316019,26528317,26129968",,,"33693959,25907681",,,"15452064,34921595,11976098",,,"23508108,15539428",inhibitory
,,,,27660103,"29246798,31638262","29525604,33916053","27941623,26158506",,,"32116744,34324523",33600051,,29715315,,30459560,,,"32918239,31408947,31391270,29540307","24704991,34306096,31191748","34199160,32916630,31080378,31635106,34679046","31168311,19114004,23842751",,32493433,"33916053,33269646,27412694,26088507",,,"19114004,33597172",,,"24204595,32636874",,34029576,"33916053,28068390",,,12709428,inflammation
,,,,,"32239379,34508305,30551440,31646562,29145165,32951317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dlx6-as1
,,,,,,"11360199,11555662,11830591,12628186,15287743,16341127,14964690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pp32
,,,,,,,,,,"11514619,12403470,20932480,8045264,8449401,9409622,35886974",,,,,,,,,,,,,"11991638,18984161,25555158,28502770,11884590,32243451,23620288","11991638,23825951,33174841,8107114,28193846","16162498,11375989,19592703,20410308",,31133003,21667333,,,,,16987817,,,,pre-mrna
,,,,,,,,,,9409622,,,,,,,,,,,,,"14562106,26912367,11884590",,,,"14562106,18627462,16534748,28555368",21667333,,11777942,,"14562106,8496166,26715182,20356456,16102003,15210711,2895105,7961686,8344960,11741925","16987817,18067580,1903841,2656688,2852136,3062365,3540607,14675757,16157662,16408210,19120453,19424157,3119589,8307948,8314769,11976098,20018887","17098851,29202712",,,cerevisiae
"29959233,22152112",,,,,,"18039846,16341127,14964690","15649459,19224982,29547667",,,"26030138,28712728,22215678",16245309,28241067,30858501,,31083566,,"30409805,22968445,28473402,28566298","26668058,32545553",24188528,31635106,29495482,,28781166,29898807,,17578910,"19417104,12543933,26528317,29890774",,34938367,31536826,"25838379,25278503",20919932,32817651,,,11997499,remodel
,"7219534,7219535","12819782,18695251,24312579,26074468,27302160,19622630",,,,,,,,,,,,,,,,,,28975734,"22930593,25151410,28321488,12056811,29235198,26072516,28934368,31827252,31819004,21464306,16251277",,,,,,"17118580,18627462,14976550,28555368,33688012",,,15254228,25278503,,23716598,,,,trna
,,,,"33999993,32347797,22564795,23145006",,"18039846,11830591,17557114,24147004",,,,"15860628,11259580,11897684,26030138,19144721,24523552","17289077,17452463",,,,,,,,,,,"21044876,18929534",,"20673990,29898807",,"12670868,23353889",,,,"35120969,7744952,35614067,22912857",,23722165,"2656688,2852136,3062365,3540607",25812137,,"17116691,15539428",repression
,,,,,,,,,,,,,29715315,21503958,,,"11535622,19095005,21339484,26063807,20095964,24001019,16809425,23148318",26668058,16677835,,,,,,,,18222016,,,,,,,,,,ca2
,,,,,,,,,,,,,,,,,,,,,,,,,,"10629049,10675337,10871379,10920196,10984507,14532282,15705566,7590226,9271389,9334261",,,,,,,,,,,hcf
"30935896,35563075","24800637,27672209",,,"15672400,33999993,33896883","21723936,25954033,28479339,23747543",32269123,,,,"21680841,24523552",19364821,33140506,,,"20945367,24608635",,29581457,27672209,"29026428,19469553,16221301",,,25240868,,,,"17998332,9271389","19417104,28685837,26129968,35817801",,,"18636753,25741220",,"20144717,22450240,21776009,14586471","16914118,32435206",,,,mammal
33072792,19754951,,,"35417297,28988713",,31823891,,,32860793,20536739,,,,,,,,,,26082896,26360774,"14643893,33780465",,,,,"26082896,26360774,18627462,24140707,28367141,31133003",,,"32196615,25965334,25907681",,"18052930,27393003,20807727,24424024,2895105,7961686,8344960,11741925","31031728,25119981,19575787",,,,protection
"32325910,27213757",19754951,,,,,,"12952927,32112990",,24284412,,,,,15699139,22757692,,"17509612,28393127,30384889,30409805,31506724,35053257,28473402,32053184,33871019",22757692,"16677835,35782537,11932413,32867742,31191748",,,,32748085,26823915,,,"23008267,21394738,29890774",,,28666451,,"35809345,25640076",33553005,,,,calcium
,12644575,28293639,26487969,28293639,,"26487969,18306214","31576248,26801685,32210829",,"17081065,32860793","10847580,21734034",,,,,"17519572,22757692",,17509612,"12611891,22757692,18721790,26668058","24098404,35782537,22860605,35600141",,,24920668,,"12183465,1729596",,,"26487969,15998247,28685837,33083141,26438063,35164288,23796209,29342075",,,"23321469,34238312",,"17081065,20144717,2895105","10944119,2492279,19120453,27573699",,,,chromatography
,,,29198722,22564795,,,"19206110,34573275",,,,,,,,,,"31337710,33299887,22404946",,"3500230,15557202,34207643",,"22930593,29235198,26072516,32543048,28934368,31827252,24169046",28257485,26162278,"33269646,32596266",,10779346,"32596266,34073234,31620020",,"30357511,26496923,23306908,22025680",16033648,,29554571,27573699,,,24529706,peripheral
,,,28163244,32277752,18498429,,"24731717,34573275",,,,,,,,,,34231238,32331968,,31080378,20877624,21653323,"18636101,27177187",,,33517344,"35164288,31671511,31018578,31935846,24616729",,,"29945054,34238312",,,"33841819,19575787",,,,genotype
,,,,,,,26801685,,30733281,11514619,,,28468944,11790253,"17965014,19114711,22170863",,"26063807,30409805,31506724,29581457,23148318",,,,,,,,,"10779346,10920196,14532282,16624878,19131338,21285374,28584052,32479599,30224358","17449658,27228164,35211128,29228011",,,,,,33271965,,,,proteolysis
11841538,19487983,,28163244,,"27416760,26512061,26332462",23675506,,,28270566,15860628,,22184064,,,34416235,21852956,"11914418,17509612",,,,"22930593,32543048,31827252","20015225,16446107",28811544,,,32522152,,,,34238312,,"16134099,19106090",3062365,,,,allele
,"25209663,3141400,12792025,25853266,26298201,22577081",26074468,,35644505,,,,,24940773,26030138,,,29715315,,,,,"27626371,34384932,32070771,34849584,33240452","23009842,33255149,24188528",,31819004,,,33269646,,,"22615881,21825280,26465331,31835328",,,33255149,,"19812042,29427714,23722165,14586471",29879216,,,,atp
,19487983,,,"15465488,14645121,24056062,22564795,17872382,18057103","27760456,32951317",15060138,19224982,,,26030138,19364821,,31355153,,17873332,,,,"29026428,24732964,23807296","32916630,31635106",,28257485,32735576,28265575,,,"19995576,23267362,28513600",,,"25741220,32636874",,"27239855,30655626","23267362,32817722,23691188,33271965",14730085,,16189181,organ
,,,,15672400,"15672396,12895028","33686586,32574681,33045004,33208942,31694956,31608791",15649459,,32860793,,,,28533755,,,,,,"35782537,35395531",12941645,,,,,,,"17118580,28685837,22987813,27257648",,,,,8496166,32476322,,,,chicken
,,,,,"26512061,21270050,30297736",11360199,,,,20454556,,"24794231,33039146",,,30890756,21852956,"21339484,28768491",,,33731672,,21309041,,,,33517344,"23008267,19417104",,,"8631310,34110282",,"21916849,27892488,12059788,12161445,12714748,19812042,17519234,11986303,12714747,15956211,17409354,2895105",19424157,,,,inactivation
,,,,,,"33686586,18039846,20015864,20538007,24823948,31793855,15287743,30666459,33208942,30890743,14964690,16420440,21049064,26112988",,,,28436273,,"24794231,26783066",,,"28176357,26515131","31943339,11771749,12944371,21164014,17893145,18973346,25736597,25547487,12221279",,,,,20688971,,,,,,35164288,,,10749851,,,,,,,phosphoprotein
"29034528,30479852,29959233,22152112",1989603,,,27097562,,,,,,,,,33017189,,26792178,,"11535622,35053257,31337710,22404946",31938350,"32867742,35395531",,,22293958,"25555158,28502770,26162278",,,,19417104,,,17289661,,,,,,,junction
,"28366030,15265369,33403290",,,"15347652,26985665",19007769,,,,"24940773,29967323",20454556,,35271667,26991250,,,,23322550,"31408947,18802457","29925238,35886053",31635106,35268596,"25240868,17993523,15060047,33361324","18636101,32735576,29238354",32842715,,,"32842715,14562095,16534748,19824013,25555378,33193631,20003296,31671511,23267362,31835328",,26861137,32636874,,"23618867,16134099","23267362,27822460,31031728,23604074,25240600",,,,environment
,,,,,,,,,,9409622,,,,,,,,,,,,,,,,,"18000335,17118580,16901746,16525935,10428815,11402051,17560550,34466438",,,,,,,,,,ef-2
,,,,,,,,,,,"17289077,10329126,10364329,10393184,10913173,12944466,16109377,9491887",,,,,,,,,,,,,,,,,,,,,,,,,,tat
,,,,,,,,,,,,,,,,,,,,,,,,,,,15998247,,,,,"20144717,27892488,15105503,18172504,12080185,12714747,21287625,19462976,23124252,20356456,15824112,15163410,12529539,16884685",,,,,prxs
"11841538,15941723,22781308",18614564,,,"18728160,22715480,16040025,23145006",12895028,,32112990,,,,12944466,,,,"10526337,10781099,16091362,23418567",21852956,30235249,,,,"32333447,29235198,26072516","25482442,18760763,21653323",,,,19815555,"23001565,24736735,25318674",,,35614067,,21850687,16600425,,,"15657427,23508108,15539428",dominant
,20801516,19622630,"35749873,34102191,26487969",,,"26487969,26112988,25096996,31938151","31583475,31576248",26394147,24284412,22118625,,,,,26792178,,11535622,18802457,23718750,"24676454,31234367","25096996,28632987","29375488,21602352",,,,,"26487969,18627462,26150413,28555368",,35902094,,,"27892488,23618867,12080185,12714747,17409354,15210711,18271751,24424024","16157662,29879216",,,,sensitivity
,,,,,,,,"19141675,20563989,15505029,18502750,19102727,24733397,25627686,12407145,19458327,26394147",,,,,,,,,,,,31234227,,,,,,,,,,,,,,,,,retinol
,,,,,,,,,,"16641145,22416126,30270045,9393982,26571461,32286661,8355702,15860628,28712728,21507896,22118625,25326457,35886974,33476259",,,,,,,,,,,,,,,,,,,,,,,32420127,,,,nono
,,,,,,,,,,,15563843,25188325,,,26792178,,33871019,,,,"26072516,20688971,21464306",,,,,9271389,,,,,,"19064914,20649472,20964547,24889636,25204677,25640076,25808059,23722165","15003625,22163185",,,,elegans
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10594042,11250900,12676584,15657427,17116691,8670870,9430642,9558366,12507421,16189181,18248177,18295965,23132854",tif2
"30935896,28350824,30259138",,,,"11906214,33386644,24056062,23145006,17597530","24042587,17027239,17051482,12895028,27335460,21116826",11430900,31583475,,,"19253283,20536739,25326457",,,,,,20218812,22968445,,"19253283,12324571,34207643,29900121",26581954,,"18760763,35637209,15060047",26162278,"33174841,25418729",,,"23267362,32512821",,,,,8496166,"23267362,14622290,25240600",,,,differentiate
,27672209,"19131329,19289464",,,,"32574681,31793855,15287743,18306214",,,,"26030138,8439294,21734034,15576338",17643375,33140506,,22837305,17892558,,,27672209,,"26082896,23665500,29530978,19864425,16449382",,23348515,"11884590,23620288",22721921,,"10920196,15199122","26082896,12782322,30375416,18065650",,,"26289635,26240280,25965334,25907681",,"12782322,2895105","16215987,28592803",,,11971985,purification
,,29215095,,,,,"16540541,28002843",,,11897684,"12037672,10393184,10913173",,,,17873332,28613156,28393127,,35370544,28975734,29495482,"18929534,22293958",,,16162498,17578910,"17118580,28267607,24616729",,,25907681,,"20807727,11741925",,,,19039140,basal
,,,,"19890851,11906214,18728160,20396904,7898305,35644505,12710967,12588845,16040025,29440302,26985665,17597530,17872382,18057103","18056716,24042587,27416760,17051482,27760456,26836061,21503878,18322277,15456894,24858471,15581883,35909540,27335460,23382810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,homeodomain
,,,,"11906214,16040025",26685160,,,,,"9393982,17537995",,,28468944,,,,31315980,"1900194,34384932","18452710,33918228",,"1459448,23842751","27235438,28765283","14562106,32748085",,,15705566,"14562106,14562095,28267607",,,"15452137,7922339,10749851,11739746,32636874",,14562106,"3540607,16215987,8307948,27822460",22046314,,"12676584,15657427,9558366",fusion
,,,,,"27416760,17027239,17051482,15672396,33215805,32239379,31646562,26512061,21270050,25954033,24858471,32951317,26685160,27335460,23382810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dlx6
,,,,,,"18039846,20015864,20538007,26112988",,,,,,,30858501,"15699139,16244664,16271702",20945367,,,26668058,,"30305605,30259240",,,"18984161,23333303",,,31693902,"26465331,20403389,24616729",,,30428365,,"17519234,27238969,19064914,20356456,15163410,18271751",23604074,14730085,,,chaperone
,,,,,,,,,,,,,,,,,,,,,"22930593,28632987,12056811,31797905,29235198,26072516,28934368",,,,,,,,,,,,,,,,hars
11841538,,19622630,"26706854,25105228","18728160,19956411,20396904,22715480,35417297,31969185,31845906","18498429,35681437",,,,,,19364821,,,,,21852956,30235249,19364667,,,"31449985,26072516,31827252","33307066,20015225,12393718,21653323",,,,,,,,,,,"33547280,34273022",,,,heterozygous
12373648,,,,"34791963,32277752",,,,,26191006,32468006,,,,,16091362,,,"12616398,34384932,34849584",,,"26072516,32543048,21464306","19731322,21309041,31732577",,"12093748,12183465,16564677,1729596,18775702,22825850,23825951,25678563,26173930,16360036,30450874,24027268,19596686,35455958,33269646,29724888,28324005,28555196,28265575",,,"23001565,32708393,20547565",,,25929241,,,,,,,heterogeneous
30479852,21695218,,,22508046,33215805,,"21120994,19224982",,,22118625,,,"26818658,19014685",,,20218812,,,"16528249,20003521",,"19114004,32575356","18929534,17555569,23666536,17993523,22783226",18636101,16564677,,,"19114004,18973667,17449658,21825280",,,35614067,,,19025623,"14730085,21151342",,,microarray
"30935896,34357055,27213757","19754951,33679438","19289464,28077931",,,,15895553,,,29967323,"34810232,28436273",,28241067,"25632391,33017189,30858501,30347620",,,,,,"35414502,20883646,33255149,26702755,22860605,32867742,31191748,24188528,29900121",31635106,"20381070,31168311,27470985",,,"22967762,26823915,18575609",,,"27257648,22615881,34486252,29228011",,19665017,33255149,,20873783,32476322,,,,cytoskeleton
29462933,"25209663,22577081",,,33386644,,,9096311,,32860793,34810232,,20059949,,"15699139,11790253","28176357,26515131,16027166,17965014,18440095,19114711,20036644,21752865,29476059",,"12135771,31337710,31315980,31870285",27626371,,"33569461,33731672",,,,20890123,,,"28685837,31835328",,27756895,,,,,"18325611,35811673",,,transmembrane
26104117,,,,,,"15895553,25116916",,,24284412,20932480,12037672,20059949,"25632391,28468944",15699139,,11771749,31870285,,,,20074381,17555569,,"12183465,30450874,26823915",,,"20074381,30356767,19360125",,23306908,25929241,,"28391978,12714747,17409354,14586471","18633122,33841819,19025623,30654474",,,12709428,transduction
,,,,,,,,,,9409622,"17643375,24515107",,,,,,,,,,,,"11991638,12975319,15146077,18984161,19325628,21816274,23333303,25555158,28502770,21516107,11302706,11884590","11991638,28193846",,,,,,,,,,,,,snrnp
,,,,,,,,,,,,,,,,,,"11181577,12616398,15975579,19107570,19364667,31206022,23073781,32918239,34384932,25594180,34849584,35921115,34040028,32331968",,,,,,,,,,,,,,,,,,,ndufs4
"30479852,33072792",,,33105837,"20396904,24056062,17872382",26512061,25116916,,,,34324523,,,,,,,,20454581,23807296,,,"20015225,28257485",34200738,"27412694,26088507",,,"19995576,27602567",,,,,,"32817722,22046331",,,,gland
31425889,28877183,,,"14645121,31968244",,"20538007,14964690",34573275,,,,,,,,,,,,"7876104,23236463,20047682,16221301",,"28321488,23422076,32906706",,32493433,"31425889,25418729",,"18838538,19815555,9271389,30224358",19360125,,,15254228,,"18052930,17519234,17909037,2895105","2492279,11976098,27098988,29879216",18325611,,9430642,posse
22152112,3141400,,,,"27760456,21503878,15456894,25815730",,,19458327,,"28712728,34810232,21734034,25326457","21509660,16109376",,,22837305,"16027166,29476059",32077747,"20095964,31506724",,,33569461,,,,,,"15960975,17998332,20200153,33050986",25555378,,"26496923,23306908","26289635,10749851,28487382,35013429,33693959",,"29804005,17909037",,,,,immunoprecipitation
,24386424,,,,,25096996,,24733397,,,,,,,,,,1900194,,,"25096996,30005605","31134003,23666536,31732577,28765283",,26823915,,,"11452028,33920578,20547565,19862763",,,,,"8554614,12161445,15105503,11877442,17707404,20807727,21871553,18271751,7961686,16884685,11741925",32420127,,,,reductase
,,24312579,,,,"18180367,25116916",,,"8798450,35887102","16641145,15140795,33771997",,,,16271702,,,,,"19296525,17567946,17888914,31191748",32916630,32906706,"20015225,14643893,35911972",32493433,25418729,,,18973667,,33492732,"14731398,26121143",,12080185,"15262146,17213197,14622290",,,,isoform
,,23116197,,33963285,,"31552903,32959027","27287801,33760186",,,"15140795,22966205,8355702,32468006",,32796722,35892672,,32796722,,33299887,32959027,"31552903,35892672,33356743,20003521,17190607,22860605","24561205,19864425",30005605,24920668,"18636101,23073011",,,32522152,"23116197,27602567,25555378",,,,,"21969592,17909037",,35265054,,"24529706,20678994",behavior
